id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
3587,0,print shop 22 deluxe,encore,49.99,print shop deluxe 21,,44.9
3483,0,panda internet security 2007 3-user,panda software,69.95,symantec 10725608 norton internet security 2007 internet security 1 user ( s ) pc,,64.97
6756,0,instant immersion french deluxe 2.0,topics entertainment,49.99,topics entertainment instant play guitar deluxe v2 .0,,31.06
1106,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,crystal reports xi professional edition complete package,,537.57
1837,0,hp dss software v. 4.0 complete package t1936aa ua0 ),hewlett-packard - ( consumables ),630.36,9002 refviz v. 2 complete package 1 user mac,,160.88
4266,0,student home learning system for pc/mac,fogware publishing,139.99,net jet game system for pc,,24.99
1176,0,ca internet security suite 2007 3 user,computer associates,69.95,symantec ( tm ) norton internet security ( tm ) 2005 3-user,,119.99
6354,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,adobe production studio premium software suite video software bundles,,1698.95
4031,0,computrace lojack for laptops : 1 year subscription,absolute software,49.99,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher,,80.97
1968,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
4835,0,instant architect design suite,imsi design,29.99,instant home design 1 ( jc ),,12.9
5339,0,computrace lojack for laptops : 1 year subscription,absolute software,49.99,40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -,,125.97
2734,0,microsoft asp net web matrix,microsoft,30.0,microsoft ( r ) excel 2007,,109.99
589,0,instant immersion german v2 .0 ( pc & mac ),topics entertainment,29.99,instant immersion language lab deluxe edition,,14.9
4291,0,quicken 2007 for mac,intuit,69.95,quickbooks pro 2007 3 user,,409.52
1237,0,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,bablbr1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux (,,842.73
2179,0,punch ! master landscape & home design,punch ! software,59.99,punch software pro home design suite,,61.8
5206,0,punch ! ultimate deck and landscape,punch ! software,29.0,punch software 26100 punch ! master landscape and home design ( small box ),punch software,45.99
4023,0,adobe premiere elements 3.0,adobe,99.99,adobe cs3 web premium,,1659.99
605,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
43,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 after effects,,1025.99
925,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
1170,0,cakewalk sonar 6 producer ed,cakewalk,799.0,cakewalk sonar 5 producer edition competative upgrade music production software,,299.0
6412,0,mavis beacon teaches typing deluxe 16,broderbund,39.99,mavis beacon 16,,17.9
6737,0,aquarium 3-in-one collection ( win/mac ),encore software,19.99,encore software 10123 aquarium 3-in-one limited edition ( eurpac ) win 95 98 me 2000 xp,,18.97
4805,0,project x project management software,marware,199.95,encore software 10033 encore the print shop v. 21.0 complete product print management 1 user ( s ) complete product standard pc,,25.97
6690,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe cs3 after effects academic,,329.99
372,0,quickbooks pro 2007 small business financial software,intuit,199.95,intuit quickbooks customer manager 2.5 for windows tax & finance software,,79.95
4352,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,499.0,19500220 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
5199,0,instant play electric guitar deluxe,topics entertainment,39.99,instant play electric guitar express ( jc ),,12.9
2128,0,professor teaches excel & word,individual software,19.99,professor ( r ) teaches office 2003,,29.97
3915,0,adobe premiere elements 3.0,adobe,161.73,adobe cs3 web premium upgrade,,517.99
3002,0,sibelius 4 educational edition,sibelius-software-ltd .,329.0,steinberg nuendo 3 educational edition music production software,,999.99
3609,0,world history ( win/mac ) ( jewel case ),fogware publishing,9.99,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
291,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) access 2007,,109.99
1002,0,quicken legal business pro 2007,nolo press,79.99,business plan pro ( r ) 2004,,99.87
1039,0,efrontier anime studio pro ( win/mac ),efrontier,199.99,allume anime studio 5,,44.99
5554,0,elementary success deluxe 2006 ( dw dvd ),topics entertainment,49.99,phonics success deluxe 2006,,22.9
4053,0,adobe creative suite cs3 production premium,adobe,1699.0,adobe creative suite 3 design standard complete package 1 user academic windows,,369.0
1852,0,diskeeper 2007 pro premier 10-lic pack,diskeeper corporation,1372.21,121744 diskeeper 2007 pro premier edition complete package 5 workstations dvd w,,426.58
4720,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) frontpage 2002,,169.56
2998,0,typing instructor deluxe ( jewel case ),individual software,9.99,total 3d home deluxe ( jewel case ) ( jce-th6 ),,9.59
478,0,microsoft office small business 2007,microsoft software,735.33,microsoft onenote 2007 ( pc ),,99.95
3166,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,resume maker professional 12,,17.95
930,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,microsoft academic microsoft office project 2003 professional,,176.99
834,0,microsoft works suite 2006,microsoft,99.0,word mac 2004 microsoft d48-00487,,157.18
4822,0,adobe creative suite cs3 production premium,adobe,1699.0,19600061dm adobe creative suite 3 production premium media tlp download mac world,,20.97
3404,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,,303.9
121,0,procurve vpn client software unlimited client licenses,hewlett packard,,sr2116010 safenet softremote vpn client license 5 users win,,184.57
5244,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,adobe premiere pro 2.0 software professional editing software,,848.95
1378,0,onone essentials for adobe photoshop elements,onone software,59.95,adobe photoshop cs3 extended for mac upgrade,,329.99
5825,0,microsoft office small business 2007,microsoft software,735.33,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
4958,0,adobe creative suite cs3 web standard,adobe,999.0,adobe cs3 web premium academic,,479.99
640,0,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0,apple final cut studio 2 upgrade from final cut studio,,499.99
6708,0,logic express 6,apple,299.99,apple logic express 7.2,,299.99
5416,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft word 2007 upgrade ( pc ),,109.95
1602,0,microsoft data analyzer 2002,microsoft,179.0,microsoft ( r ) project 2002,,329.99
5305,0,quicken 2007 basic,intuit,29.95,quickbooks pro 2007 3 user,,409.52
5258,0,isi researchsoft reference manager 11 single user,isi researchsoft,299.99,isi researchsoft 6201 reference manager 11 single user edition 0787731062117,,164.58
662,0,sims 2 university expansion pack,aspyr media,34.99,the sims expansion collection vol 1,,8.72
4993,0,blues clues preschool,humongous entertainment,,brain play preschool 1st grade,,25.99
2555,0,peachtree by sage complete accounting 2007,sage software,269.99,myob accountedge 2007,,281.99
734,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft office 2004 standard,,369.99
3449,0,adobe creative suite cs3 design standard upgrade,adobe,399.0,adobe cs3 web standard upgrade,,413.99
3027,0,learning quickbooks 2007,intuit,39.95,learning quickbooks ( r ) for windows ( r ),,39.99
2320,0,sony acid music studio,sony-pictures-digital-entertainment,69.99,sony sams7000 creative software acid music studio v. 7.0 music editing/composing pc,,53.97
1206,0,reference success deluxe 2006,topics entertainment,49.95,elementary school success deluxe 2006,,15.9
837,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
5448,0,vpn client software 5 users,d-link systems inc. .,,sr2116010 safenet softremote vpn client license 5 users win,,184.57
6450,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 for mac academic,adobe-education-box,199.99
368,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,avid xpress pro video editing software for mac and windows professional editing software,,1449.0
619,0,quickbooks simple start 2007,intuit,99.95,quickbooks ( r ),,103.99
6458,0,elementary advantage 2008,encore,39.99,encore software 12390 math advantage 2008 win 2000 xp vista,,34.97
2181,0,3d home architect landscape designer v8,encore software,29.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
5730,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95
2502,0,findex quickverse bible study 2007 bible-suite,findex,,findex.com inc quickverse mac bible study 2007 white box,,37.18
1114,0,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,499.95,sony media software acid music studio 7 software music production software,,69.95
1635,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2004 std upgrade,,219.99
3883,0,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe cs3 design standard upsell,,934.99
791,0,sony acid pro 5,sony,399.95,sony media software acid pro 6 software upgrade from acid pro 5 music production software,sony-pictures-digital-entertainment,129.95
6372,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) works suite 2005,,99.99
1014,0,mavis beacon teaches typing 16,broderbund,19.99,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
3502,0,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended complete package 1 user academic cd windows,,279.0
1401,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe cs3 master collection,,2499.99
4870,0,instant immersion italian deluxe 2.0,topics entertainment,49.99,topics entertainment instant immersion ingles audio deluxe,,17.55
2880,0,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65
2990,0,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,quickbooks pro 2007 3 user,intuit,398.99
2217,0,typing instructor deluxe ( jewel case ),individual software,9.99,cross stitch design studio ( jewel case ) ( 8006 ),m-and-r-technologies,9.59
3412,0,corel wordperfect office x3 professional edition,corel,399.99,microsoft office accounting professional 2007 ( pc ),,229.95
4020,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,122-00411 microsoft visual studio 2005 team edition for software testers complete packag,,2184.73
268,0,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,apple iwork '06 family pack,,99.99
1387,0,adobe photoshop cs3 extended,adobe,999.0,adobe cs3 web premium,,1659.99
2739,0,photo go,sony-media-software,24.95,books to go,,19.99
4417,0,mavis beacon 17 standard,encore software,19.95,broderbund mavis beacon teaches typing standard17,,22.99
5776,0,art ( dvd ) ( pc & mac ),fogware publishing,29.99,starry night galaxy explorer ( pc & mac ) ( snge-5-c1u ),,9.59
6050,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe cs3 web standard upgrade,,413.99
6796,0,printmaster 17 platinum by encore software,encore software,39.99,encore inc printmaster gold v 17.0,,17.1
3188,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
4989,0,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,adobe acrobat professional 7,,350.0
5735,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,adobe production studio premium software suite video software bundles,,1698.95
3815,0,ca brightstor arcserve backup r11 .5 for enterprise option for advantage ingres for,computer associates,,babwbr1151s04 brightstor arcserve backup serverless backup option for windows w/sp1 v. 11 .,,1031.41
5380,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft windows xp pro oem sp2 no open box returns,,149.99
352,0,instant immersion german audio,topics entertainment,,instant immersion japanese 2.0,,22.43
6294,0,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0
2505,0,3d home architect home v. 8 by encore software,encore software,39.99,punch software pro home design suite,,61.8
6604,0,quickbooks customer manager 2.5,intuit,79.95,quickbooks ( r ),,199.99
3447,0,adobe acrobat distiller svr v6-cd linux u/u 42050142 ),adobe systems,,adobe 42050106 acrobat distiller svr v6-cd sun 100u,adobe,5399.99
2542,0,crystal reports xi professional edition,business objects,495.0,system care ? professional,,49.99
1015,0,apple logic pro 7.2 retail,apple,999.0,apple software t9163ll/a logic pro 6,apple software,809.0
3183,0,printmaster gold v 17.0,nova development,19.95,encore inc printmaster gold v 17.0,,17.1
5998,0,ca internet security suite 2007 3 user,computer associates,69.95,panda internet security 2007 panda software,,49.99
918,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,adobe production premium cs3 software suite for windows professional editing software,,1698.95
5335,0,instant immersion hawaiian audio,topics entertainment,,instant immersion italian 2.0,topics entertainment,20.99
6771,0,scansoft paperport professional 11 5 user license,nuance communications inc.,949.99,csdc pop-up stopper professional panicware,,26.14
455,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe cs3 web premium,,1659.99
5145,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,,303.9
3255,0,adobe cs3 design premium macosx dvd,adobe,599.0,adobe cs3 web premium upgrade,,517.99
808,0,adobe indesign cs3 [ mac ],adobe,699.0,adobe indesign cs3 for mac upgrade,,205.99
6160,0,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,jumpstart ( r ) advanced 1st grade,,19.99
2415,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
2430,0,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft ( r ) word 2007,,109.99
5612,0,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,123-00001 microsoft visual studio 2005 team test load agent complete package 1 process,,4792.85
2715,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows services for netware v. 5.0 complete package,,138.17
3389,0,the print shop 22 pro publisher deluxe sb cs by the print shop,encore software,99.95,encore inc print shop 22 deluxe,,42.69
5138,0,essential business tools 2.0,valusoft,19.99,emedia essential bass guitar dvd,,16.95
3034,0,instant immersion spanish deluxe 2.0,topics entertainment,49.99,instant immers german dlux 2.0,,36.11
2964,0,panda antivirus 2007,panda software,29.95,norton antivirus 2004,,49.99
1449,0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoft windows vista business upgrade license 1 pc english,,168.99
5740,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,799.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97
3159,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft ( r ) works suite 2006,,99.99
3375,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
4343,0,microsoft onenote 2007 upgrade,microsoft,79.95,word mac 2004 upgrade microsoft d48-00488,,97.36
940,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99,adobe premiere elements 3 ( pc ),,99.99
2987,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,249.95,avid liquid 7.0 professional video editing software for windows professional editing software,,439.95
5537,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft windows vista business 32-bit oem,,149.99
1173,0,adobe creative suite cs3 design premium upsell,adobe,1599.0,adobe creative suite 3 ( cs3 ) web standard 3 windows upsell from dreamweaver or flash,,799.0
4589,0,grisoft avg anti-virus & anti-spyware 2 year subscription,grisoft,39.95,01-ssc-6997 sonicwall client/server anti-virus suite subscription license 3 years 10,,64740.21
3476,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft windows server 2003 client additional license for devices 5 pack ( 823930 ),,158.39
3628,0,adobe premiere pro 2.0,adobe,849.0,adobe cs3 production premium,,1749.99
6131,0,quicken legal business pro 2007,nolo press,79.99,quicken ( r ) premier 2007,,79.99
2985,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
266,0,acid music studio 7,sony media,78.95,acid music studio 6,sony-pictures-digital-entertainment,59.95
220,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
994,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97
989,0,clickart fonts ( 2006 ) by encore,encore software,19.99,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,,41.97
6218,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,1-57408-058-x suretrak project manager v. 3.0 complete package 1 user cd win,,436.71
5916,0,learn to play chess with fritz and chesster ( mac ),viva media,29.99,viva media llc learn to play chess with fritz & chesster 2,,26.14
174,0,instant immersion italian 2.0,topics entertainment,29.99,instant immers spanish dlux 2,,36.11
5909,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,m-audio pro tools m-powered mpowered 7.3 software music production software,,249.0
4040,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft office visio standard 2007 ( pc ),,249.95
276,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
6424,0,mavis beacon teaches typing 17 standard,encore software,19.99,mavis beacon teaches typing 17 standard ( pc/mac ) encore,,19.99
273,0,adobe creative suite cs3 web standard upsell,adobe,799.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,1482.0
5364,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows vista ultimate upgrade,,239.95
1972,0,reader rabbit learning system 1st grade,encore software,29.99,encore software 13881 tlc dr seuss reading learning system 2008,,17.97
3165,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) powerpoint ( r ) 2002 upgrade,,108.87
157,0,punch ! master landscape & home design,punch ! software,99.99,punch software 90500 home design studio mac,punch software,135.99
5397,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95
2176,0,adobe audition 2.0 upgrade,adobe,129.0,adobe premiere pro 2.0 software professional editing software,,848.95
4339,0,mobileinventory additional mobile license,wasp technologies,,eqzfn07-231 zetafax license 5 additional users win,,499.17
585,0,piano wizard premier software & stickers & midi cable,re : launch,149.95,intuit quicken premier 2007 software for windows tax & finance software,,73.95
3529,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,22002170 adobe acrobat standard v. 8.0 complete package 1 user cd win can,,295.25
2343,0,microsoft onenote 2007,microsoft,99.95,microsoft office 2004 for students and teachers ( mac ),,134.99
5060,0,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks ( r ) point of sale 2007 : basic retail management 6.0 bundle,,1499.99
2350,0,captain america the complete comic collection win/mac,git corp,49.95,sega of america inc sonic mega collection,sega-of-america-inc .,17.55
4441,0,quickbooks premier professional services edition 2007,intuit,399.95,37510 novabackup professional edition v. 7.5 upgrade license 1 user win,,25.06
6397,0,microsoft office excel 2007,microsoft,229.95,543-03927 microsoft office outlook 2007 media volume cd win english,,23.33
755,0,jumpstart world 1st grade,knowledge adventure,19.99,jumpstart ( r ) advanced 1st grade,,19.99
2647,0,marine aquarium & goldfish screen saver by encore software,encore software,,mariner calc spreadsheet software,,52.99
1706,0,reader rabbit preschool,the-learning-company,29.99,reader rabbit 1st grade,,17.9
2547,0,microsoft asp net web matrix,microsoft,30.0,microsoft excel 2007 ( pc ),,229.95
5089,0,punch ! professional home design,punch ! software,89.99,adobe cs3 flash professional,,724.99
4002,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,72212 world of warcraft complete package 1 user pc cd win mac,,24.8
1761,0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,microsoft student with encarta premium 2008 complete package,,43.6
651,0,retrospect 6.0 desktop mac upgrade,dantz,59.99,premiere pro cs3 mac upgrade,,320.25
831,0,photo objects 150 000 for macintosh,nova development,49.99,bjmt art explosion photo objects 150000 complete package 1 user dvd mac,,43.22
1543,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) access 2007,,109.99
5596,0,crystal reports xi professional edition,business objects,495.0,adobe acrobat professional 7,,350.0
6062,0,instant immersion italian platinum,topics entertainment,129.99,instant immers italian dlux 2 .,,36.11
5557,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software inc 52310 spy sweeper with antivirus/child safe 1-pc win 2000 xp vista,,37.97
2109,0,digidesign music production toolkit ( pro tools le ),digidesign,495.0,steinberg sequel music software music production software,,99.99
4011,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software 65210 spy sweeper 3 pc,webroot software,31.99
3456,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows vista business ( pc ),,299.99
10,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe cs3 design premium,,1865.99
3335,0,wasp bar code wasp bar code labeler complete package 3 users std cd -,wasp technologies,,32179 kid pix deluxe home edition v. 4 complete package 1 user cd win m,,14.51
2006,0,punch ! professional home design suite,punch ! software,69.99,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
2304,0,adobe creative suite cs3 master collection upsell,adobe,1999.0,adobe cs3 design standard upsell,,934.99
6512,0,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe software,273.0,adobe after effects cs3 professional software for mac effects software,,998.95
4516,0,living trust builder,jian inc.,19.95,living trust builder,,8.95
177,0,microsoft office & windows training,topics entertainment,29.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
4508,0,instant immersion hawaiian audio,topics entertainment,,instant immersion translator deluxe 2.0,,22.9
2707,0,super granny 3,encore software,19.99,encore software 13791 super granny 3,,17.97
2232,0,acrobat professional 8 mac upsell standard-professional,adobe,273.0,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,157.36
6721,0,instant immersion spanish deluxe 2.0,topics entertainment,49.99,instant immersion language lab deluxe edition,,14.9
2083,0,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,sony media software sound forge audio studio 9 software music production software,,69.95
6230,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 complete package 1 user academic cd windows,,189.0
965,0,sibelius 4 professional edition,sibelius-software-ltd .,599.99,sibelius photoscore professional scanning software music production software,sibelius-software-ltd .,179.95
776,0,the print shop elements : labels & logos sb cs by the print shop,encore software,,encore software 10731 the print shop 22 pro publisherdeluxe sb cs by the print shop,,81.97
553,0,i copy dvds 2 professional edition,me-too-software,69.99,sony vegas 6 video editing software professional editing software,sony-pictures-digital-entertainment,99.0
4577,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft academic microsoft visio 2003 professional,,159.0
5056,0,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,adobe photoshop elements 4.0 mac,,79.99
4887,0,tune tools for ipod ( win/mac ),valusoft,19.99,listen for ipod magnetic time ( win 2000 xp ),sos-aggregation-company,39.99
2120,0,jumpstart world 2nd grade,knowledge adventure,19.99,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
3396,0,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot software inc 31250 spy sweeper spanish,,24.81
1773,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99
6104,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design standard upsell,,934.99
1471,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
6347,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft windows vista business upgrade license 1 pc english,,168.99
2483,0,quicken 2007 deluxe,intuit,59.95,quickbooks pro 2007 win,,192.26
5917,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,11105947 symantec backup exec 11d for windows small business server standard w / continu,,479.12
4655,0,sibelius 5 professional edition,sibelius-software-ltd .,599.0,omnioutliner professional 3.0 for mac,,69.99
6553,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) excel 2007,,109.99
1482,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft virtual pc 7.0 windows xp home,,205.99
838,0,corel wordperfect office 12 standard upgrade,corel,149.99,microsoft office 2004 std upgrade,,219.99
3332,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,723.95
4196,0,library expansion option-upg,novastor corporation,,12302 novanet library expansion option upgrade license 1 server linux win nw,,333.31
6820,0,anti-spyware 3.0 win normal 1u new,trend micro,48.91,ca anti-spyware 2007,,24.99
2387,0,instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,129.99
757,0,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,,encore software 10119 adventure workshop 4th-6th grade 7th edition win xp,,18.97
6455,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,production prem cs3 mac upgrad,adobe software,805.99
5395,0,apple remote desktop 2.2 10 client ( old version ),apple,299.0,apple remote desktop 3 ( 10 managed systems ),,299.99
5594,0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft ( r ) works suite 2005,,99.99
346,0,adobe indesign cs3 upgrade from pagemaker,adobe,199.0,adobe illustrator cs3 upgrade from freehand for mac,,206.99
6622,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,microsoft office accounting professional 2007 ( pc ),,229.95
4267,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,c8d-00006 microsoft dynamics crm small business edition v. 3.0 license 20 user c,,9654.16
777,0,reader rabbit preschool,the-learning-company,29.99,blue 's clues preschool,,7.95
4410,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade windows,,236.74
3629,0,punch ! master landscape professional & home design v 10.0,punch ! software,69.95,punch software 35100 punch ! home design suite professional complete product architectural standard 1 user ( s ) complete product pc,,59.97
2969,0,sat act and psat 2007 platinum,topics entertainment,58.5,print perfect ( tm ) platinum,,29.99
1351,0,instant immersion spanish ( audio book ),topics entertainment,,topics entertainment instant immersion japanese crash course,,6.56
2330,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft windows vista business upgrade license 1 pc english,,168.99
2293,0,microsoft visio standard 2007,microsoft,259.95,microsoft ( r ) money 2007 premium,,69.99
1259,0,instant immersion spanish 2.0,topics entertainment,29.99,instant immersion 33 languages,,47.36
2612,0,math success deluxe 2007,topics entertainment,39.99,quicken 2007 deluxe win cd,intuit,57.99
4875,0,punch super home suite 3.0,punch ! software,49.99,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
2317,0,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0,124-00458 microsoft visual studio team edition 2005 for software developers complete pac,,5159.29
3895,0,instant immersion italian 2.0,topics entertainment,29.99,topics entertainment instant immersion spanish advanced audio,,12.05
5266,0,system care professional,avanquest,49.95,adobe acrobat professional 7,,350.0
1857,0,filemaker mobile 8 for palm os and pocket pc,filemaker,69.0,td824ll/a filemaker mobile v. 8 complete package 1 user cd win mac palm os,,66.15
6477,0,punch ! home design architectura series 18,punch ! software,129.99,punch software 35100 punch ! professional home design suite ( small box ),punch software,62.99
4721,0,instant immersion 33 languages,topics entertainment,49.99,topics entertainment instant immersion ingles audio deluxe,,17.55
6061,0,microsoft outlook 2007,microsoft,109.95,microsoft 059-03871 molpc word sa,,111.78
6310,0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe cs3 flash professional,,724.99
5869,0,ca antivirus 2007,computer associates,39.95,norton antivirus 2004,,49.99
