id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
7950,0,act-net - the active database management system manifesto : a rulebase of adbms features,,sigmod record,1996,"the architecture of an act , ve data base management system","dr mccarthy , u dayal","proceedings of the acm sigmod conference ( portland , or , may",
5146,0,fast incremental maintenance of approximate histograms,"p gibbons , y matias , v poosala",vldb,1997,incremental maintenance of views with duplicates,"t grin , l libkin","proceedings of the 1995 acm-sigmod international conference & hellip ; ,",1995.0
14266,0,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,incremental computation of time-varying query expressions,"l baekgaard , l mark",,
7652,0,report on the fourth international conference on flexible query answering systems,,,2001,international conference on the analysis of thermal and energy systems,ei yantovskii,"greg . foundas , athens , greece ( june 3-6 ,",
11682,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,formal query languages for secure relational databases,"m winslett , k smith , x qian","acm transactions on database systems ,",1994.0
12505,0,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995,some recent developments in deductive databases,s tsur,"sigmod record ,",1991.0
12931,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,introduction to object-oriented databases,w kim,,
10587,0,processing sliding window multi-joins in continuous queries over data streams,"l golab , m жzsu",vldb,2003,optimizing continuous multijoin queries over distributed streams,"y zhou , y yan , bc ooi , kl tan , a zhou","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
828,0,standards in practice,"a eisenberg , j melton",sigmod record,1998,standards in practice .,acms anthology,"sigmod record ,",1998.0
964,0,too much middleware,m stonebraker,sigmod record,2002,the middleware muddle,g huston,,
9833,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,optimal configuration of nested attribute indexes in object-oriented databases,"sk seo , yj lee",,
6848,0,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,sddl : a system for distributed databases,jb rothnieâ ? ¦,"acm trans . database syst ,",
2384,0,banks : browsing and keyword searching in relational databases,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",vldb,2002,answering queries in relational databases,"ad ` atri , m moscarini , n spyratos","proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0
12087,0,dynamic content acceleration : a caching solution to enable scalable dynamic web page generation,"a datta , k dutta , k ramamritham , h thomas , d vandermeer",sigmod conference,2001,study of alternative middle tier caching solutions to support dynamic web content acceleration,"a datta , k dutta , hm thomas , de vandermeer , k","proceedings of the 27th international conference on very & hellip ; ,",2001.0
14356,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,query processing in sdd-1 : a system for distributed databases,"n goodman , pa bernstein , e wong , cl reeve , jb","acm _ tods ,",
11292,0,database systems management and oracle8,c doherty,sigmod conference,1998,a territorial database management system,"f antonacci , p dell ` orco , a turtur","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
2443,0,the database group at national technical university of athens ( ntua ),"t sellis , y vassiliou",sigmod record,1995,the database group at university of hagen ( fernuniversitaet ),i overview,"sigmod record ,",1995.0
12085,0,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,bilvideo video database management system,"o ulusoy , c alper",,
8925,0,towards self-tuning data placement in parallel database systems,"m lee , m kitsuregawa , b ooi , k tan , a mondal",sigmod conference,2000,managing intra-operator parallelism in parallel database systems,"mm md951 , d dewitt","proc . vldb conference , zurich ,",
9518,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,introduction to object-oriented databases,w kim,,
17176,0,a graphical query language for mobile information systems,y chang,sigmod record,2003,a model for integrated information systems,ia macleod,"vldb ,",1983.0
147,0,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,incremental maintenance for non-distributive aggregate functions,"t palpanas , r sidle , r cochrane , h pirahesh","vldb ,",2002.0
6337,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,management of xml documents without schema in relational database systems,t kudrass,,
12820,0,efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb j.,2001,efficient recursive xml query processing in relational database systems,"s prakash , ss bhowmick , s madria",,
13483,0,editorial,,,2001,editorial,"mt norris , pa martin","bt technology journal ,",1999.0
11534,0,efficient materialization and use of views in data warehouses,"m souza , m sampaio",sigmod record,1999,efficient view maintenanceat data warehouse,"d agrawal , a el abbadi , a singh , t yurek","proceedings of the acm sigmod conference ,",
3785,0,improving database design through the analysis of relationships,"d dey , v storey , t barron",acm trans . database syst .,1999,some analytic tools for the design of relational database systems,kk nambiar,"vldb ,",
223,0,data extraction and transformation for the data warehouse,c squire,sigmod conference,1995,data warehouse design and maintenance through schema transformations,a marotta,,
13532,0,e-services - guest editorial,,,2001,guest editorial,aw czarnik,"acc . chem . res ,",
14895,0,guest editorial,,,2003,guest editorial,"jr gruser , l raschid , v zadorozhny","the vldb journal ,",2000.0
7592,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,efficiently supporting procedures in relational database systems,tk sellis,,
16143,0,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,an efficient index structure for string databases,"t kahveci , ak singh","vldb ,",2001.0
5401,0,the ecrc multi database system,"w jonker , h schќtz",sigmod conference,1995,the ccube constraint object-oriented database system,"a brodsky , ve segal , j chen , pa exarkhopoulo","constraints ,",1997.0
11556,0,a foundation for multi-dimensional databases,"m gyssens , l lakshmanan",vldb,1997,materialized view selection for multidimensional datasets,"a shukla , p deshpande , jf naughton","vldb ,",1998.0
7088,0,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang",sigmod conference,2001,bottom-up computation of sparse and iceberg cubes,"k beyer , r ramakrishnan","sigmod conference ,",1999.0
10300,0,a case-based approach to information integration,"m panti , l spalazzi , a giretti",vldb,2000,information integration,a levy,,
1738,0,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler",vldb,2002,efficient aggregation algorithms for compressed data warehouses,"j li , j srivastava","ieee transactions on knowledge and data engineering ,",2002.0
2204,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,integrating active concepts into an object-oriented database system .,acms anthology,,
1034,0,online dynamic reordering,"v raman , b raman , j hellerstein",vldb j.,2000,online dynamic reordering for interactive data processing,"v raman , b raman , jm hellerstein","vldb ,",1999.0
5124,0,predator : a resource for database research,p seshadri,sigmod record,1998,programming a database research problem,gui is,"nita goyal , charles hoch , ravi krishnamurthy , brian meckler , & hellip ; ,",
2015,0,incremental maintenance of views with duplicates,"t griffin , l libkin",sigmod conference,1995,maintenance of views,"o shmueli , a itai","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
12564,0,infering structure in semistructured data,"s nestorov , s abiteboul , r motwani",sigmod record,1997,path constraints on structured and semistructured data,"p buneman , w fan , s weinstein","proc . acm pods conference ,",
7194,0,editor 's notes,m franklin,sigmod record,1998,editors ' notes,jh astrachan,,
2792,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,an effective boolean algorithm for mining association rules in large databases,"sy wur , y leu",,
10813,0,guest editor 's introduction,,,2003,parallel i/o systems - guest editor 's introduction,a choudhary,"journal of parallel and distributed computing ,",
533,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,vqbd : exploring semistructured data,"ss chawathe , t baby , j yeo",,
2226,0,tracing the lineage of view data in a warehousing environment,"y cui , j widom , j wiener",acm trans . database syst .,2000,a framework for designing materialized views in data warehousing environment,"j yang , k karlapalem , q li",,
3064,0,a fast index for semistructured data,"b cooper , n sample , m franklin , g hjaltason , m shadmon",vldb,2001,management of semistructured data,d suciu,"sigmod record ,",1997.0
8694,0,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999,improved histograms for selectivity estimation of range queries,"v poosala , y ioannidis , p haas , e shekita","proceedings of the acm sigmod conference on management of & hellip ; ,",
15765,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,mining large itemsets for association rules,"cc aggarwal , ps yu",,
7770,0,clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999,birch : an efficient data clustering method for large databases,"t zhang , r ramakrishnan , m linvy",proc . of 1996 acm-sigmod int . conf . on management of,
13626,0,optimization techniques for queries with expensive methods,j hellerstein,acm trans . database syst .,1998,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha","proceedings of the international conference on very large & hellip ; ,",2003.0
10821,0,logical and physical versioning in main memory databases,"r rastogi , s seshadri , p bohannon , d leinbaugh , a silberschatz , s sudarshan",vldb,1997,distributed linear hashing and parallel projection in main memory databases,"c severance , s pramanik , p wolberg","vldb ,",1990.0
1283,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,"olap , relational , and multidimensional database system",g coliat,,1996.0
573,0,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,optimization of query evaluation algorithms,sb yao,"acm transactions on database systems ,",1979.0
8913,0,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999,semantic integration of semi-structured data,"s lim , y ng",,
16652,0,the oasis multidatabase prototype,"m roantree , j murphy , w hasselbring",sigmod record,1999,the myriad federated database prototype,"sy hwang , ep lim , hr yang , s musukula , k mediratta",,
10145,0,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,efficient algorithms for processing xpath queries,"a halverson , j burger , l galanis , a kini , r",,2003.0
6526,0,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,event specification in an active object-oriented database,"nh gehani , hv jagadish , o shmueli",,
9721,0,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999,on representing incomplete information in a relational database,"t imiehnski , w lipski",7th international conference on very large data,
7912,0,sampling large databases for association rules,h toivonen,vldb,1996,interesting fuzzy association rules in quantitative databases,"jm de graaf , wa kosters , jjw witteman",,
7641,0,real-time index concurrency control,"j haritsa , s seshadri",sigmod record,1996,concurrency control for distributed real-time databases,"lsr rajkumar , jp lehoczky",acm sigmod record ( mar. .,
3095,0,integrating reliable memory in databases,"w ng , p chen",vldb,1997,fast search in main memory databases,"a analyti , s pramanik",proc . of the acm sigmod intâ ?? l. conf . on management of,
16432,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,efficient mining of association rules in distributed databases,"dw cheung , vt ng , aw fu","knowledge and data engineering , ieee transactions on ,",1996.0
6805,0,an overview of the emerging third-generation sql standard ( tutorial ),,,1995,an overview of the iso/vdm-sl standard,"n plat , pg larsen","acm sigplan notices ,",1992.0
5454,0,extracting structured data from web pages,"a arasu , h garcia-molina",sigmod conference,2003,extracting typed values from semistructured databases,p manghi,,
13944,0,xpress : a queriable compression for xml data,"j min , m park , c chung",sigmod conference,2003,an efficient compressor for xml data,"h liefke , ds xmill","proceedings of the 2000 acm sigmod conference on management & hellip ; ,",
232,0,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,value-based scheduling in real-time database systems,"jr haritsa , mj canrey , m livny","the vldb journal the international journal on very large & hellip ; ,",1993.0
4469,0,rights protection for relational data,"r sion , m atallah , s prabhakar",sigmod conference,2003,wmdb . * : rights protection for numeric relational data,"ra sion , ms prabhakar","data engineering , 2004 . proceedings . 20th international",
16748,0,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,query optimization in the presence of top-k predicates,"lp mahalingam , ks candan",,
6004,0,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002,data modelling in : advances in databases and information systems . 5th east-european conference adbis,"eo simonetto , dda ruiz","vilnius , lituania",
13071,0,xmas : an extensible main-memory storage system for high-performance applications,"j park , y kwon , k kim , s lee , b park , s cha",sigmod conference,1998,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar","proc . of the acm sigmod intâ ?? l. conf . on the management of & hellip ; ,",1999.0
1312,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,online algorithms for finding profile association rules,"cc aggarwal , z sun , ps yu","proceedings of the seventh international conference on & hellip ; ,",1998.0
575,0,two techniques for on-line index modification in shared nothing parallel databases,"k achyutuni , e omiecinski , s navathe",sigmod conference,1996,dynamic data reallocation for skew management in shared-nothing parallel databases,"a helal , d yuan , h el-rewini","distributed and parallel databases ,",1997.0
9207,0,"data management in ecommerce : the good , the bad , and the ugly",,,2000,"moral affect : the good , the bad , and the ugly",jp tangney,"journal of personality and social psychology ,",1991.0
2811,0,implementing xquery,p cotton,sigmod conference,2002,implementing data cubes e-ciently,"v harinarayan , a rajaraman , jd ullman","proceedings of the fifteenth acm sigact-sigmod-sigart & hellip ; ,",
9286,0,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994,bottom up evaluation of disjunctive deductive databases,"j fernandez , j minker",submitted for,
4481,0,on database theory and xml,d suciu,sigmod record,2001,the theory of joins in databases,"av aho , c beeri , jd ullman","acm trans . database syst ,",
16779,0,an extensible compressor for xml data,"h liefke , d suciu",sigmod record,2000,xmill : an e cient compressor for xml data,"h liefke , d suciu","proc . of the acm sigmod , seiten ,",
5942,0,roadrunner : automatic data extraction from data-intensive web sites,"v crescenzi , g mecca , p merialdo",sigmod conference,2002,one-to-one personalization of data-intensive web sites,"s ceri , p fraternali , a maurino , s paraboschi",,
11549,0,database research : achievements and opportunities into the 21st century,"a silberschatz , m stonebraker , j ullman",sigmod record,1996,"underutilized crops : trends , challenges and opportunities in the 21st century","s padulosi , t hodgkin , jt williams , n haq","see ref ,",
3760,0,"title , foreword",,,1994,foreword,d bohm,,
7022,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,fast algorithms for universal quantification in large databases,"g graefe , rl cole","acm transactions on database systems ,",1995.0
13050,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,the sr-tree : an index structure forhigh-dimensionalnearest neighbor queries,"n katayama , s satoh","acm sigmod conf ,",
14623,0,database design for incomplete relations,"m levene , g loizou",acm trans . database syst .,1999,design of relational database schemas .,g pangalos,"information and software technology ,",1988.0
11955,0,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,materialized view and index selection tool for microsoft sql server 2000,"s agrawal , s chaudhuri , v narasayya","sigmod conference ,",2001.0
12037,0,formal semantics and analysis of object queries,g bierman,sigmod conference,2003,analysis of object retrieval performance from optical disks,s christodoulakis,"acm trans . database syst ,",
7519,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,java and relational databases : sqlj,"g clossman , p shaw","sigmod record ,",1998.0
2463,0,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,adaptive filters for continuous queries over distributed data streams,"c olston , j jiang , j widom","sigmod conference ,",2003.0
9110,0,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system","g gardarin , f sha , z tang",vldb,1996,the o 2 object-oriented database system,f bancilhon,proceedings of the 1992 acm sigmod-international conference,
14848,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,a non-deterministics deductive database language,yh sheng,"& hellip ; of the 1991 acm-sigmod int . conference on management of & hellip ; ,",1991.0
8285,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,"object-oriented concepts , databases and applications","w kim , fh lochovsky",,1989.0
10151,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,locking primitives in a database system,hf korth,"journal of the acm ( jacm ) ,",1983.0
16080,0,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994,tension and information systems,r veryard,"information and software technology ,",1987.0
12981,0,rainbow : distributed database system for classroom education and experimental research,"a helal , h li",vldb,2000,disima distributed image database system : experiences and reflections,"m tamerozsu , v oria , pj iglinski",,
1875,0,computing iceberg queries efficiently,"m fang , n shivakumar , h garcia-molina , r motwani , j ullman",vldb,1998,efficient computation of iceberg queries with complex measures,"j han , j pei , g dong , k wang","proceedings of the 2001 acm sigmod international conference & hellip ; ,",
8559,0,query optimization for xml,"j mchugh , j widom",vldb,1999,rank-aware query optimization,"if ilyas , r shah , wg aref , js vitter , ak",,
6898,0,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,interoperability of geographical information systems,h kuus,,2002.0
13907,0,fast parallel similarity search in multimedia databases,"s berchtold , c bіhm , b braunmќller , d keim , h kriegel",sigmod conference,1997,proximity search in databases,g bhalotia,"b. tech . project , iit-bombay ,",
11362,0,editor 's notes,m franklin,sigmod record,1997,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
14180,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,spatial query processmg m an object-oriented database system,ja orenstem,"proc acm sigmod intâ ?? l conf on the management of data ,",
2244,0,nodose - a tool for semi-automatically extracting semi-structured data from text documents,b adelberg,sigmod conference,1998,extracting structured data from web pages,"a arasu , h garcia-molina",,
6885,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,querying object-oriented databases,m kifer,,
138,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla","sigmod conference ,",1996.0
13355,0,optimizing queries on compressed bitmaps,"s amer-yahia , t johnson",vldb,2000,path queries on compressed xml,d battre,,
11238,0,keynote address,,,1995,keynote address . conservation,ar main,"gondwanan heritage , past , present and future of the western & hellip ; ,",
7887,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,multimedia database management systems,b prabhakaran,,
10094,0,www-udk : a web-based environmental meta-information system,"r kramer , r nikolai , a koschel , c rolker , p lockemann , a keitel , r legat , k zirm",sigmod record,1997,data management in environmental information systems,o gã 1/4 nther,"handbook of massive data sets table of contents ,",2002.0
5642,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,efficiently supporting procedures in relational database systems,tk sellis,,
897,0,efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999,efficient user-adaptable similarity search in large multimedia databases,"s thomas , h kriegel","proc . 23th int . conf . on vldb ,",
16858,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,an evaluation of generic bulk loading techniques,"j van den bercken , b seeger","proceedings of the 27th international conference on very & hellip ; ,",2001.0
12654,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",
8495,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,oz + : an object-oriented database system,"sp weiser , fh lochovsky","acm press frontier series ,",1989.0
5554,0,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg , d keim",vldb,1999,"the pyramid-tree : breaking the curse of d imensionality , sigmod 1998","s berchtold , c boehm , hp kriegel","proceedings acm sigmod international conference on & hellip ; ,",
2879,0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,an efficient hash based algorithm for mining association rules,"js park , ms chen , ps yu","proc . acm sigmod intâ ?? l conf . on management of data ,",
7634,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,query optimization in the presence of foreign functions,"s chaudhuri , k shim","proceedings of the international conference on very large & hellip ; ,",1993.0
13984,0,webservice composition with o'grape and osiris,"r weber , c schuler , p neukomm , h schuldt , h schek",vldb,2003,aspect-oriented web service composition with ao4bpel,"a charfi , m mezini","lecture notes in computer science ,",2004.0
14519,0,editor 's notes,m franklin,sigmod record,1999,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
1288,0,adaptive index structures,"y tao , d papadias",vldb,2002,antiseismic structures,a roussopoulos,,1969.0
12893,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,"semantics and implementation of schema evolution in object-oriented databases '' , procs","j banerjee , w kim , hj kim , hf korth","& hellip ; conference on management of data , san francisco , california ,",
280,0,petabyte databases,,,1999,panel : real-time databases,k ramamritham,"proc . of the 17th intl. vldb conf. , barcelona , september ,",
272,0,solving satisfiability and implication problems in database systems,"s guo , w sun , m weiss",acm trans . database syst .,1996,accommodating imprecision in database systems : issues and solutions,a motro,"sigmod record ,",1990.0
10143,0,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000,efficiently mining long patterns from datasets,rj bayardo,"proc . acm sigmod , intâ ?? l conf . management of data ,",
7328,0,parametric query optimization,"y ioannidis , r ng , k shim , t sellis",vldb j.,1997,rate-based query optimization,"s viglas , j naughton","acm sigmod ,",
11626,0,semantic access : semantic interface for querying databases,"n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky",vldb,2000,semantic relations : the key to integrating and query processing in heterogeneous databases,"n rishe , ri athauda , j yuan , sc chen",,
13584,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,spatial query processing in an object-oriented database system,ja orenstein,proceedings of the 1986 acm sigmod international conference,
16172,0,guest editor 's introduction,,,2002,guest editorial,m jarke,"the vldb journal the international journal on very large & hellip ; ,",1998.0
817,0,1-safe algorithms for symmetric site configurations,"r humborstad , m sabaratnam , s hvasshovd , и torbjјrnsen",vldb,1997,data warehouse configuration algorithms,"s ligoudistianos , d theodoratos , t sellis",,1998.0
8661,0,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha",vldb,2003,"a query language for multidimensional arrays : design , implementation , and optimization techniques","l leonid , m ronaâ ? ¦","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
3469,0,panel on next generation database systems wo n't work without semantics !,j mylopoulos,sigmod conference,1998,a model of authorization for next-generation database systems,"e bertino , w kim , f rabitti , d woelk","acm tods ,",
11248,0,guest editor 's introduction,,,1998,guest editor 's introduction,y singer,"machine learning ,",2001.0
8265,0,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,multidatabase interoperability in the jupiter system,"j murphy , j grimson","information and software technology ,",1995.0
3225,0,efficient view maintenance at data warehouses,"d agrawal , a abbadi , a singh , t yurek",sigmod conference,1997,efficient maintenance of materialized mediated views,"jj lu , g moerkotte","sigmod conference ,",1995.0
12603,0,a practical and modular implementation of extended transaction models,"r barga , c pu",vldb,1995,pu . apracticaland modularimplementation technique of extended transaction models,r bargaandc,"proceedings of the 21st international conference on very & hellip ; ,",
1415,0,report on the 4th international conference on mobile data management,,,2003,source international conference on management of data archive,m stonebraker,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992.0
3976,0,modelling and querying video data,"r hjelsvold , r midtstraum",vldb,1994,modeling and querying video data : a hybrid approach,"c decleir , ms hacid",,
14813,0,priority assignment in real-time active databases,"r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham",vldb j.,1996,current research on real-time databases,o ulusoy,"sigmod record ,",1992.0
264,0,answering queries with aggregation using views,"d srivastava , s dar , h jagadish , a levy",vldb,1996,answering sql queries using views,"s dar , hv jagadish , ay levy , d srivastava","proc . of vldb ,",
2228,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,introduction to object-oriented databases,"ma garvey , ms jackson","information and software technology ,",1989.0
15959,0,guest editorial,,,2003,editorial,"pd o'brien , pj kearney","bt technology journal ,",1999.0
12415,0,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001,coalescing in temporal databases,"mh bijhlen , rt snodgrass , md soo",,
9586,0,data compression support in databases,"b iyer , d wilhite",vldb,1994,access support in object bases,"ak km901 , g moerkotte","proceedings of the acm-sigmod international conference. , & hellip ; ,",
1322,0,automated selection of materialized views and indexes in sql databases,"s agrawal , s chaudhuri , v narasayya",vldb,2000,materialized views in action,"aq primer , aed schema",,
2873,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,dynamic query interpretation in relational databases,"ad ` atri , p di felice , m moscarini","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0
15873,0,the mariposa distributed database management system,j sidell,sigmod record,1996,"a note on theoretical problems in distributed database management , iv int",p bernstein,"conf . on vldb proceedings supplement : panelists &#39; statements , & hellip ; ,",
5587,0,erratum : a database model for object dynamics,"m papazoglou , b krфmer",vldb j.,1997,a model for active object oriented databases,", t milo","vldb ,",1991.0
12428,0,sequence query processing,"p seshadri , m livny , r ramakrishnan",sigmod conference,1994,multiple query processing,tk sellis,"acm transactions on database systems ,",
10744,0,design principles for data-intensive web sites,"s ceri , p fraternali , s paraboschi",sigmod record,1999,"data-driven , oneto-one web site generation for data-intensive applications","p fraternali , s ceri , s paraboschi",proc . 25th vldb,
6717,0,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,efficiently mining long patterns from databases . in 1998 acm sigmod intl,rj bayardo,conference on management of,
2381,0,"probabilistic temporal databases , i : algebra","a dekhtyar , r ross , v subrahmanian",acm trans . database syst .,2001,probview : a flexible probabilistic database system,"lvs lakshmanan , n leone , r ross , vs subrahmanian","acm transactions on database systems ,",1997.0
5388,0,a scalable algorithm for answering queries using views,"r pottinger , a levy",vldb,2000,theory of answering queries using views,ay halevy,"sigmod record ,",2000.0
1610,0,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003,xsq : streaming xpath queries,"f peng , ss chawathe",,
15912,0,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996,"a study of concurrency control in real-time , active database systems","a datta , sh son","ieee transactions on knowledge and data engineering ,",2002.0
4151,0,optimizing queries across diverse data sources,"l haas , d kossmann , e wimmers , j yang",vldb,1997,optimizing large join queries,"a swami , a gupta",proc . of the acm sigmod intâ ?? l. conf . on management of,
5315,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,storm : a structural and temporal object-orientedmultimediadatabase system,"f mocellin , h martin , m adiba",,
4187,0,mixed mode xml query processing,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",vldb,2003,online query processing,"jm hellerstein , pj haas","proceedings of the acm sigmod international conference on & hellip ; ,",
10210,0,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003,relational data-base management systems,dd chamberlin,"acm computing surveys ( csur ) ,",1976.0
9478,0,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994,the ccube constraint object-oriented database system : an overview,"a brodsky , ve segal","proc . second international workshop on constraint database & hellip ; ,",
8572,0,agent-oriented software engineering report on the 4th aose workshop ( aose 2003 ),,,2003,report on the ninth conference on software engineering and databases ( jisbd 2004 ),"j hernã ¡ ndez , e pimentel , a toval","sigmod record ,",2005.0
14852,0,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994,implementation of logical query languages for databases .,"r source , m zentralblatt","acm trans . database syst ,",1985.0
